spp	day	fung	rep	status
X	9	E	8	0
X	9	E	9	1
X	9	E	10	1
X	9	E	11	0
X	9	E	12	0
X	9	E	13	1
X	9	E	14	0
X	9	E	15	1
X	9	E	16	0
X	9	E	17	0
X	9	E	18	0
X	9	E	19	0
X	9	E	20	0
X	9	E	21	0
X	9	E	22	0
X	9	E	23	1
X	9	E	24	0
X	9	E	25	0
Y	9	E	1	1
Y	9	E	2	0
Y	9	E	3	1
Y	9	E	4	0
Y	9	E	5	0
Y	9	E	6	1
Y	9	E	7	1
Y	9	E	8	0
Y	9	E	9	0
Y	9	E	10	1
Y	9	E	11	1
Y	9	E	12	0
Y	9	E	13	1
Y	9	E	14	1
Y	9	E	15	0
Y	9	E	16	1
Y	9	E	17	1
Y	9	E	18	0
Y	9	E	19	0
Y	9	E	20	0
Y	9	E	21	1
Y	9	E	22	0
Y	9	E	23	1
Y	9	E	24	0
Y	9	E	25	1
X	10	test	1	1
X	10	test	2	1
X	10	test	3	1
X	10	test	4	1
X	10	test	5	1
X	10	test	6	1
X	10	test	7	1
X	10	test	8	1
X	10	test	9	0
X	10	test	10	1
X	10	test	11	1
X	10	test	12	1
X	10	test	13	1
X	10	test	14	0
X	10	test	15	1
X	10	test	16	1
X	10	test	17	1
X	10	test	18	1
X	10	test	19	1
X	10	test	20	1
X	10	test	21	0
X	10	test	22	1
X	10	test	23	1
X	10	test	24	1
X	10	test	25	1
Y	10	test	1	1
Y	10	test	2	0
Y	10	test	3	1
Y	10	test	4	1
Y	10	test	5	1
Y	10	test	6	1
Y	10	test	7	1
Y	10	test	8	0
Y	10	test	9	1
Y	10	test	10	0
Y	10	test	11	1
Y	10	test	12	1
Y	10	test	13	1
Y	10	test	14	1
Y	10	test	15	0
Y	10	test	16	1
Y	10	test	17	1
Y	10	test	18	1
Y	10	test	19	1
Y	10	test	20	1
Y	10	test	21	1
Y	10	test	22	1
Y	10	test	23	1
Y	10	test	24	1
Y	10	test	25	1
X	10	A	1	1
X	10	A	2	1
X	10	A	3	1
X	10	A	4	1
X	10	A	5	0
X	10	A	6	1
X	10	A	7	1
X	10	A	8	1
X	10	A	9	1
X	10	A	10	1
X	10	A	11	1
X	10	A	12	0
X	10	A	13	1
X	10	A	14	1
X	10	A	15	0
X	10	A	16	0
X	10	A	17	0
X	10	A	18	0
X	10	A	19	0
X	10	A	20	1
X	10	A	21	0
X	10	A	22	1
X	10	A	23	1
X	10	A	24	1
X	10	A	25	0
Y	10	A	1	1
Y	10	A	2	1
Y	10	A	3	1
Y	10	A	4	1
Y	10	A	5	1
Y	10	A	6	1
Y	10	A	7	1
Y	10	A	8	1
Y	10	A	9	1
Y	10	A	10	0
Y	10	A	11	0
Y	10	A	12	0
Y	10	A	13	1
Y	10	A	14	1
Y	10	A	15	1
Y	10	A	16	1
Y	10	A	17	1
Y	10	A	18	1
Y	10	A	19	1
Y	10	A	20	1
Y	10	A	21	1
Y	10	A	22	1
Y	10	A	23	1
Y	10	A	24	1
Y	10	A	25	1
X	10	B	1	1
X	10	B	2	0
X	10	B	3	0
X	10	B	4	0
X	10	B	5	0
X	10	B	6	0
X	10	B	7	0
X	10	B	8	0
X	10	B	9	0
X	10	B	10	1
X	10	B	11	0
X	10	B	12	0
X	10	B	13	1
X	10	B	14	0
X	10	B	15	0
X	10	B	16	0
X	10	B	17	0
X	10	B	18	0
X	10	B	19	0
X	10	B	20	0
X	10	B	21	0
X	10	B	22	0
X	10	B	23	0
X	10	B	24	1
X	10	B	25	0
Y	10	B	1	1
Y	10	B	2	1
Y	10	B	3	1
Y	10	B	4	1
Y	10	B	5	0
Y	10	B	6	0
Y	10	B	7	0
Y	10	B	8	1
Y	10	B	9	1
Y	10	B	10	0
Y	10	B	11	0
Y	10	B	12	1
Y	10	B	13	1
Y	10	B	14	1
Y	10	B	15	1
Y	10	B	16	0
Y	10	B	17	1
Y	10	B	18	1
Y	10	B	19	1
Y	10	B	20	0
Y	10	B	21	1
Y	10	B	22	1
Y	10	B	23	0
Y	10	B	24	0
Y	10	B	25	1
X	10	C	1	0
X	10	C	2	0
X	10	C	3	1
X	10	C	4	0
X	10	C	5	0
X	10	C	6	1
X	10	C	7	0
X	10	C	8	0
X	10	C	9	0
X	10	C	10	0
X	10	C	11	1
X	10	C	12	0
X	10	C	13	1
X	10	C	14	0
X	10	C	15	1
X	10	C	16	0
X	10	C	17	1
X	10	C	18	0
X	10	C	19	0
X	10	C	20	0
X	10	C	21	0
X	10	C	22	1
X	10	C	23	1
X	10	C	24	0
X	10	C	25	0
Y	10	C	1	1
Y	10	C	2	0
Y	10	C	3	0
Y	10	C	4	1
Y	10	C	5	0
Y	10	C	6	1
Y	10	C	7	0
Y	10	C	8	0
Y	10	C	9	1
Y	10	C	10	1
Y	10	C	11	0
Y	10	C	12	1
Y	10	C	13	0
Y	10	C	14	1
Y	10	C	15	0
Y	10	C	16	1
Y	10	C	17	0
Y	10	C	18	0
Y	10	C	19	1
Y	10	C	20	1
Y	10	C	21	1
Y	10	C	22	0
Y	10	C	23	0
Y	10	C	24	1
Y	10	C	25	0
X	10	D	1	1
X	10	D	2	1
X	10	D	3	1
X	10	D	4	0
X	10	D	5	0
X	10	D	6	0
X	10	D	7	0
X	10	D	8	1
X	10	D	9	1
X	10	D	10	1
X	10	D	11	0
X	10	D	12	0
X	10	D	13	1
X	10	D	14	1
X	10	D	15	1
X	10	D	16	1
X	10	D	17	0
X	10	D	18	1
X	10	D	19	1
X	10	D	20	0
X	10	D	21	0
X	10	D	22	0
X	10	D	23	1
X	10	D	24	1
X	10	D	25	0
Y	10	D	1	1
Y	10	D	2	0
Y	10	D	3	1
Y	10	D	4	1
Y	10	D	5	1
Y	10	D	6	1
Y	10	D	7	1
Y	10	D	8	1
Y	10	D	9	1
Y	10	D	10	1
Y	10	D	11	0
Y	10	D	12	1
Y	10	D	13	1
Y	10	D	14	0
Y	10	D	15	1
Y	10	D	16	0
Y	10	D	17	0
Y	10	D	18	0
Y	10	D	19	1
Y	10	D	20	0
Y	10	D	21	0
Y	10	D	22	1
Y	10	D	23	1
Y	10	D	24	1
Y	10	D	25	0
X	10	E	1	0
X	10	E	2	0
X	10	E	3	0
X	10	E	4	0
X	10	E	5	0
X	10	E	6	0
X	10	E	7	0
X	10	E	8	0
X	10	E	9	1
X	10	E	10	1
X	10	E	11	0
X	10	E	12	0
X	10	E	13	1
X	10	E	14	0
X	10	E	15	1
X	10	E	16	0
X	10	E	17	0
X	10	E	18	0
X	10	E	19	0
X	10	E	20	0
X	10	E	21	0
X	10	E	22	0
X	10	E	23	1
X	10	E	24	0
X	10	E	25	0
Y	10	E	1	1
Y	10	E	2	0
Y	10	E	3	1
Y	10	E	4	0
Y	10	E	5	0
Y	10	E	6	1
Y	10	E	7	1
Y	10	E	8	0
Y	10	E	9	0
Y	10	E	10	1
Y	10	E	11	1
Y	10	E	12	0
Y	10	E	13	1
Y	10	E	14	1
Y	10	E	15	0
Y	10	E	16	1
Y	10	E	17	1
Y	10	E	18	0
Y	10	E	19	0
Y	10	E	20	0
Y	10	E	21	1
Y	10	E	22	0
Y	10	E	23	1
Y	10	E	24	0
Y	10	E	25	1
