
iso	fun	dos	rep	d1	d2
5	fluopyram	0.01	1	2105	1964
5	fluopyram	0.01	2	2052	1667
5	fluopyram	0.05	1	1551	1651
5	fluopyram	0.1	1	1473	1530
5	fluopyram	0.1	2	1292	1399
5	fluopyram	0.5	1	1219	1150
5	fluopyram	1	1	1037	1081
5	fluopyram	1	2	1012	1051
5	fluopyram	10	1	500	500
5	fluopyram	50	1	500	500
5	fluopyram	50	2	500	500
5	fluopyram	100	1	500	500
5	fluxapyroxad	0	1	1772	1771
5	fluxapyroxad	0	2	2636	2479
5	fluxapyroxad	0.01	1	1353	1394
5	fluxapyroxad	0.01	2	1905	1851
5	fluxapyroxad	0.05	1	1346	1420
5	fluxapyroxad	0.1	1	1189	1286
5	fluxapyroxad	0.1	2	925	1025
5	fluxapyroxad	0.5	1	500	500
5	fluxapyroxad	1	1	500	500
5	fluxapyroxad	1	2	500	500
5	fluxapyroxad	10	1	500	500
5	fluxapyroxad	50	1	500	500
5	fluxapyroxad	50	2	500	500
5	fluxapyroxad	100	1	500	500
5	penthiopyrad	0	1	1772	1771
5	penthiopyrad	0	2	2636	2479
5	penthiopyrad	0.01	1	2200	2180
5	penthiopyrad	0.01	2	1851	1659
5	penthiopyrad	0.05	1	1518	1494
5	penthiopyrad	0.1	1	1533	1485
5	penthiopyrad	0.1	2	1139	1176
5	penthiopyrad	0.5	1	1035	1080
5	penthiopyrad	1	1	998	1078
5	penthiopyrad	1	2	927	959
5	penthiopyrad	10	1	500	500
5	penthiopyrad	50	1	500	500
5	penthiopyrad	50	2	500	500
5	penthiopyrad	100	1	500	500
6	boscalid	0	1	2451	2552
6	boscalid	0	2	2401	2486
6	boscalid	0.01	1	2002	2039
6	boscalid	0.01	2	2219	2024
6	boscalid	0.05	1	2157	1959
6	boscalid	0.1	1	1701	1851
6	boscalid	0.1	2	1667	1565
6	boscalid	0.5	1	1487	1488
6	boscalid	1	1	1080	1248
6	boscalid	1	2	1106	1095
6	boscalid	10	1	500	500
6	boscalid	50	1	500	500
6	boscalid	50	2	500	500
6	boscalid	100	1	500	500
6	fluopyram	0	1	2451	2552
6	fluopyram	0	2	2401	2486
6	fluopyram	0.01	1	2068	1918
6	fluopyram	0.01	2	1904	1893
6	fluopyram	0.05	1	1830	1868
6	fluopyram	0.1	1	1916	1685
6	fluopyram	0.1	2	1553	1686
6	fluopyram	0.5	1	1442	1410
6	fluopyram	1	1	1344	1368
6	fluopyram	1	2	1401	1398
6	fluopyram	10	1	717	750
6	fluopyram	50	1	500	500
6	fluopyram	50	2	500	500
6	fluopyram	100	1	500	500
6	fluxapyroxad	0	1	2451	2552
6	fluxapyroxad	0	2	2401	2486
6	fluxapyroxad	0.01	1	1906	1985
6	fluxapyroxad	0.01	2	1977	1889
6	fluxapyroxad	0.05	1	1771	1689
6	fluxapyroxad	0.1	1	1527	1598
6	fluxapyroxad	0.1	2	1386	1273
6	fluxapyroxad	0.5	1	1230	1203
6	fluxapyroxad	1	1	1062	1084
6	fluxapyroxad	1	2	1070	1071
6	fluxapyroxad	10	1	966	1029
6	fluxapyroxad	50	1	1006	986
6	fluxapyroxad	50	2	873	917
6	fluxapyroxad	100	1	500	500
6	penthiopyrad	0	1	2451	2552
6	penthiopyrad	0	2	2401	2486
6	penthiopyrad	0.01	1	1953	1704
6	penthiopyrad	0.01	2	1838	1952
6	penthiopyrad	0.05	1	1715	1768
6	penthiopyrad	0.1	1	1636	1751
6	penthiopyrad	0.1	2	1898	1877
6	penthiopyrad	0.5	1	1332	1356
6	penthiopyrad	1	1	1363	1398
6	penthiopyrad	1	2	1301	1338
6	penthiopyrad	10	1	500	500
6	penthiopyrad	50	1	500	500
6	penthiopyrad	50	2	500	500
6	penthiopyrad	100	1	500	500
7	boscalid	0	1	2521	2471
7	boscalid	0	2	2353	2471
7	boscalid	0.01	1	1578	1955
7	boscalid	0.01	2	1534	1468
7	boscalid	0.05	1	1530	1480
7	boscalid	0.1	1	1462	1396
7	boscalid	0.1	2	1279	1371
7	boscalid	0.5	1	1333	1367
7	boscalid	1	1	1324	1376
7	boscalid	1	2	1264	1365
7	boscalid	10	1	1140	1106
7	boscalid	50	1	1178	1257
7	boscalid	50	2	1155	1206
7	boscalid	100	1	1256	1307
7	fluopyram	0	1	2521	2471
7	fluopyram	0	2	2353	2471
7	fluopyram	0.01	1	1632	1622
7	fluopyram	0.01	2	1712	1569
7	fluopyram	0.05	1	1450	1384
7	fluopyram	0.1	1	1475	1404
7	fluopyram	0.1	2	1327	1437
7	fluopyram	0.5	1	1378	1287
7	fluopyram	1	1	1270	1261
7	fluopyram	1	2	1262	1232
7	fluopyram	10	1	1080	1092
7	fluopyram	50	1	500	500
7	fluopyram	50	2	500	500
7	fluopyram	100	1	500	500
7	fluxapyroxad	0	1	2521	2471
7	fluxapyroxad	0	2	2353	2471
7	fluxapyroxad	0.01	1	2279	2119
7	fluxapyroxad	0.01	2	2030	2179
7	fluxapyroxad	0.05	1	2190	2279
7	fluxapyroxad	0.1	1	2029	1895
7	fluxapyroxad	0.1	2	1746	1769
7	fluxapyroxad	0.5	1	1814	1758
7	fluxapyroxad	1	1	1707	1649
7	fluxapyroxad	1	2	1846	1747
7	fluxapyroxad	10	1	1337	1373
7	fluxapyroxad	50	1	1367	1254
7	fluxapyroxad	50	2	1203	1233
7	fluxapyroxad	100	1	1049	1049
7	penthiopyrad	0	1	2521	2471
7	penthiopyrad	0	2	2353	2471
7	penthiopyrad	0.01	1	1818	1835
7	penthiopyrad	0.01	2	1947	1931
7	penthiopyrad	0.05	1	1624	1483
7	penthiopyrad	0.1	1	1327	1530
7	penthiopyrad	0.1	2	1486	1547
7	penthiopyrad	0.5	1	1466	1514
7	penthiopyrad	1	1	1469	1424
7	penthiopyrad	1	2	1447	1423
7	penthiopyrad	10	1	1076	1083
7	penthiopyrad	50	1	900	988
7	penthiopyrad	50	2	919	853
7	penthiopyrad	100	1	778	757
8	boscalid	0	1	2460	2564
8	boscalid	0	2	2545	2615
8	boscalid	0.01	1	1951	1982
8	boscalid	0.01	2	1987	2075
8	boscalid	0.05	1	1859	1879
8	boscalid	0.1	1	1985	1978
8	boscalid	0.1	2	1536	1624
8	boscalid	0.5	1	1663	1730
8	boscalid	1	1	1488	1582
8	boscalid	1	2	1827	1784
8	boscalid	10	1	1573	1547
8	boscalid	50	1	1521	1521
8	boscalid	50	2	1453	1471
8	boscalid	100	1	1540	1479
8	fluopyram	0	1	2460	2564
8	fluopyram	0	2	2545	2615
8	fluopyram	0.01	1	1874	2058
8	fluopyram	0.01	2	1604	1681
8	fluopyram	0.05	1	1766	1798
8	fluopyram	0.1	1	1809	1815
8	fluopyram	0.1	2	1669	1631
8	fluopyram	0.5	1	1580	1539
8	fluopyram	1	1	1375	1470
8	fluopyram	1	2	1249	1331
8	fluopyram	10	1	1101	1124
8	fluopyram	50	1	500	500
8	fluopyram	50	2	500	500
8	fluopyram	100	1	500	500
8	fluxapyroxad	0	1	2460	2564
8	fluxapyroxad	0	2	2545	2615
8	fluxapyroxad	0.01	1	1904	2098
8	fluxapyroxad	0.01	2	1823	1799
8	fluxapyroxad	0.05	1	1818	1889
8	fluxapyroxad	0.1	1	2000	1978
8	fluxapyroxad	0.1	2	1714	1757
8	fluxapyroxad	0.5	1	1887	1786
8	fluxapyroxad	1	1	1922	1836
8	fluxapyroxad	1	2	1633	1672
8	fluxapyroxad	10	1	1415	1449
8	fluxapyroxad	50	1	1247	1328
8	fluxapyroxad	50	2	1377	1346
8	fluxapyroxad	100	1	1254	1318
8	penthiopyrad	0	1	2460	2564
8	penthiopyrad	0	2	2545	2615
8	penthiopyrad	0.01	1	2208	2048
8	penthiopyrad	0.01	2	1632	2000
8	penthiopyrad	0.05	1	1736	1717
8	penthiopyrad	0.1	1	1660	1646
8	penthiopyrad	0.1	2	1640	1700
8	penthiopyrad	0.5	1	1667	1647
8	penthiopyrad	1	1	1618	1612
8	penthiopyrad	1	2	1565	1563
8	penthiopyrad	10	1	1322	1294
8	penthiopyrad	50	1	1291	1247
8	penthiopyrad	50	2	1253	1199
8	penthiopyrad	100	1	1052	1043
9	boscalid	0	1	1991	2006
9	boscalid	0	2	2327	2320
9	boscalid	0.01	1	1600	1730
9	boscalid	0.01	2	1600	1574
9	boscalid	0.05	1	1393	1375
9	boscalid	0.1	1	1208	1208
9	boscalid	0.1	2	1016	1017
9	boscalid	0.5	1	988	990
9	boscalid	1	1	500	500
9	boscalid	1	2	500	500
9	boscalid	10	1	500	500
9	boscalid	50	1	500	500
9	boscalid	50	2	500	500
9	boscalid	100	1	500	500
9	fluopyram	0	1	1991	2006
9	fluopyram	0	2	2327	2320
9	fluopyram	0.01	1	1506	1602
9	fluopyram	0.01	2	1608	1996
9	fluopyram	0.05	1	1513	1578
9	fluopyram	0.1	1	1535	1505
9	fluopyram	0.1	2	1043	1054
9	fluopyram	0.5	1	1124	1124
9	fluopyram	1	1	500	500
9	fluopyram	1	2	500	500
9	fluopyram	10	1	500	500
9	fluopyram	50	1	500	500
9	fluopyram	50	2	500	500
9	fluopyram	100	1	500	500
9	fluxapyroxad	0	1	1991	2006
9	fluxapyroxad	0	2	2327	2320
9	fluxapyroxad	0.01	1	1933	1838
9	fluxapyroxad	0.01	2	1871	1967
9	fluxapyroxad	0.05	1	1196	1413
9	fluxapyroxad	0.1	1	1185	1185
9	fluxapyroxad	0.1	2	901	969
9	fluxapyroxad	0.5	1	770	803
9	fluxapyroxad	1	1	500	500
9	fluxapyroxad	1	2	500	500
9	fluxapyroxad	10	1	500	500
9	fluxapyroxad	50	1	500	500
9	fluxapyroxad	50	2	500	500
9	fluxapyroxad	100	1	500	500
9	penthiopyrad	0	1	1991	2006
9	penthiopyrad	0	2	2327	2320
9	penthiopyrad	0.01	1	1865	1864
9	penthiopyrad	0.01	2	1858	1912
9	penthiopyrad	0.05	1	1113	1102
9	penthiopyrad	0.1	1	1102	1064
9	penthiopyrad	0.1	2	1138	1134
9	penthiopyrad	0.5	1	1158	1135
9	penthiopyrad	1	1	500	500
9	penthiopyrad	1	2	500	500
9	penthiopyrad	10	1	500	500
9	penthiopyrad	50	1	500	500
9	penthiopyrad	50	2	500	500
9	penthiopyrad	100	1	500	500
10	boscalid	0	1	2111	2065
10	boscalid	0	2	2122	2042
10	boscalid	0.01	1	1638	1638
10	boscalid	0.01	2	1749	1711
10	boscalid	0.05	1	1329	1327
10	boscalid	0.1	1	1529	1625
10	boscalid	0.1	2	1537	1538
10	boscalid	0.5	1	1633	1750
10	boscalid	1	1	1516	1600
10	boscalid	1	2	1461	1515
10	boscalid	10	1	1325	1320
10	boscalid	50	1	1415	1407
10	boscalid	50	2	1314	1279
10	boscalid	100	1	1311	1299
10	fluopyram	0	1	2111	2065
10	fluopyram	0	2	2122	2042
10	fluopyram	0.01	1	1769	1540
10	fluopyram	0.01	2	1762	1742
10	fluopyram	0.05	1	1652	1842
10	fluopyram	0.1	1	1821	1664
10	fluopyram	0.1	2	1432	1533
10	fluopyram	0.5	1	1151	1321
10	fluopyram	1	1	1288	1246
10	fluopyram	1	2	1191	1242
10	fluopyram	10	1	927	1028
10	fluopyram	50	1	500	500
10	fluopyram	50	2	500	500
10	fluopyram	100	1	500	500
10	fluxapyroxad	0	1	2111	2065
10	fluxapyroxad	0	2	2122	2042
10	fluxapyroxad	0.01	1	1840	1736
10	fluxapyroxad	0.01	2	1589	1583
10	fluxapyroxad	0.05	1	1384	1599
10	fluxapyroxad	0.1	1	1447	1423
10	fluxapyroxad	0.1	2	1339	1400
10	fluxapyroxad	0.5	1	1434	1558
10	fluxapyroxad	1	1	1434	1436
10	fluxapyroxad	1	2	1299	1300
10	fluxapyroxad	10	1	1228	1261
10	fluxapyroxad	50	1	1099	1229
10	fluxapyroxad	50	2	995	994
10	fluxapyroxad	100	1	949	948
10	penthiopyrad	0	1	2111	2065
10	penthiopyrad	0	2	2122	2042
10	penthiopyrad	0.01	1	1549	1677
10	penthiopyrad	0.01	2	1657	1640
10	penthiopyrad	0.05	1	1603	1572
10	penthiopyrad	0.1	1	1394	1472
10	penthiopyrad	0.1	2	1536	1556
10	penthiopyrad	0.5	1	1452	1700
10	penthiopyrad	1	1	1158	1328
10	penthiopyrad	1	2	1551	1419
10	penthiopyrad	10	1	1085	993
10	penthiopyrad	50	1	1093	1090
10	penthiopyrad	50	2	947	993
10	penthiopyrad	100	1	873	957
11	boscalid	0	1	2216	2355
11	boscalid	0	2	2319	2142
11	boscalid	0.01	1	2035	2145
11	boscalid	0.01	2	2022	2177
11	boscalid	0.05	1	1936	1926
11	boscalid	0.1	1	1785	1841
11	boscalid	0.1	2	1938	1835
11	boscalid	0.5	1	1839	1819
11	boscalid	1	1	1714	1688
11	boscalid	1	2	1854	1842
11	boscalid	10	1	1638	1555
11	boscalid	50	1	1742	1735
11	boscalid	50	2	1517	1517
11	boscalid	100	1	1347	1363
11	fluopyram	0	1	2216	2355
11	fluopyram	0	2	2319	2142
11	fluopyram	0.01	1	1845	1775
11	fluopyram	0.01	2	1785	1869
11	fluopyram	0.05	1	1843	1495
11	fluopyram	0.1	1	1733	1730
11	fluopyram	0.1	2	1532	1535
11	fluopyram	0.5	1	1545	1499
11	fluopyram	1	1	1511	1529
11	fluopyram	1	2	1437	1415
11	fluopyram	10	1	1237	1271
11	fluopyram	50	1	924	887
11	fluopyram	50	2	931	937
11	fluopyram	100	1	904	890
11	fluxapyroxad	0	1	2216	2355
11	fluxapyroxad	0	2	2319	2142
11	fluxapyroxad	0.01	1	2077	2270
11	fluxapyroxad	0.01	2	1933	2009
11	fluxapyroxad	0.05	1	1873	1990
11	fluxapyroxad	0.1	1	1875	1876
11	fluxapyroxad	0.1	2	1726	1808
11	fluxapyroxad	0.5	1	1720	1706
11	fluxapyroxad	1	1	1574	1622
11	fluxapyroxad	1	2	1402	1584
11	fluxapyroxad	10	1	1487	1487
11	fluxapyroxad	50	1	1342	1333
11	fluxapyroxad	50	2	1302	1266
11	fluxapyroxad	100	1	1266	1214
11	penthiopyrad	0	1	2216	2355
11	penthiopyrad	0	2	2319	2142
11	penthiopyrad	0.01	1	2166	1929
11	penthiopyrad	0.01	2	2018	1927
11	penthiopyrad	0.05	1	1877	1873
11	penthiopyrad	0.1	1	1754	1741
11	penthiopyrad	0.1	2	1698	1682
11	penthiopyrad	0.5	1	1585	1573
11	penthiopyrad	1	1	1687	1514
11	penthiopyrad	1	2	1718	1611
11	penthiopyrad	10	1	1229	1361
11	penthiopyrad	50	1	1184	1266
11	penthiopyrad	50	2	1317	1334
11	penthiopyrad	100	1	1101	1222
12	boscalid	0	1	1910	2228
12	boscalid	0	2	2124	2124
12	boscalid	0.01	1	2107	2148
12	boscalid	0.01	2	2044	2067
12	boscalid	0.05	1	1772	1903
12	boscalid	0.1	1	2031	2024
12	boscalid	0.1	2	1845	1871
12	boscalid	0.5	1	1863	1801
12	boscalid	1	1	1871	1870
12	boscalid	1	2	1759	1775
12	boscalid	10	1	1519	1499
12	boscalid	50	1	1430	1455
12	boscalid	50	2	1424	1451
12	boscalid	100	1	1074	1010
12	fluopyram	0	1	1910	2228
12	fluopyram	0	2	2124	2124
12	fluopyram	0.01	1	2008	1954
12	fluopyram	0.01	2	1648	1701
12	fluopyram	0.05	1	1883	1847
12	fluopyram	0.1	1	1594	1592
12	fluopyram	0.1	2	1586	1641
12	fluopyram	0.5	1	1594	1660
12	fluopyram	1	1	1508	1552
12	fluopyram	1	2	1388	1422
12	fluopyram	10	1	1121	1051
12	fluopyram	50	1	500	500
12	fluopyram	50	2	500	500
12	fluopyram	100	1	500	500
12	fluxapyroxad	0	1	1910	2228
12	fluxapyroxad	0	2	2124	2124
12	fluxapyroxad	0.01	1	1752	2028
12	fluxapyroxad	0.01	2	1724	2161
12	fluxapyroxad	0.05	1	1801	1800
12	fluxapyroxad	0.1	1	1793	1860
12	fluxapyroxad	0.1	2	1905	1911
12	fluxapyroxad	0.5	1	1926	1926
12	fluxapyroxad	1	1	1925	1883
12	fluxapyroxad	1	2	1816	1813
12	fluxapyroxad	10	1	1478	1461
12	fluxapyroxad	50	1	1175	1214
12	fluxapyroxad	50	2	1097	1103
12	fluxapyroxad	100	1	1132	1125
12	penthiopyrad	0	1	1910	2228
12	penthiopyrad	0	2	2124	2124
12	penthiopyrad	0.01	1	1969	1958
12	penthiopyrad	0.01	2	1996	1970
12	penthiopyrad	0.05	1	1830	1873
12	penthiopyrad	0.1	1	1798	1826
12	penthiopyrad	0.1	2	1709	1755
12	penthiopyrad	0.5	1	1813	1814
12	penthiopyrad	1	1	1800	1698
12	penthiopyrad	1	2	1720	1807
12	penthiopyrad	10	1	1358	1270
12	penthiopyrad	50	1	1374	1339
12	penthiopyrad	50	2	1296	1286
12	penthiopyrad	100	1	1226	1194
